c_of_o_id,plot_number,block_number,area_name,state,owner_name,date_registered,status
C-OF-O-D27E5710,136,10,Ikoyi,Lagos,Grace Akinwale,2018-08-08,Verified
C-OF-O-94457281,8,26,Surulere,Lagos,Juliet Ekwueme,2019-10-23,Verified
C-OF-O-EB514E09,57,46,Uwani,Enugu,Joy Nnamani,2011-11-16,Verified
C-OF-O-432A0CCD,71,5,GRA,Enugu,Daniel Oyekan,2012-12-28,Verified
C-OF-O-E6CDB940,172,39,Onitsha GRA,Anambra,David Balogun,2015-01-19,Verified
C-OF-O-08DA194B,115,41,GRA,Enugu,Samuel Chukwu,2015-02-01,Verified
C-OF-O-D7C466E9,73,44,Surulere,Lagos,Ruth Adeyemi,2015-03-12,Verified
C-OF-O-34251623,22,4,Ikeja GRA,Lagos,Patience Ibrahim,2015-11-07,Verified
C-OF-O-01DC4E45,114,33,Enugu-Ukwu,Anambra,Samuel Oshodi,2019-10-28,Verified
C-OF-O-F910E12C,90,18,Onitsha GRA,Anambra,Patience Nnamani,2019-10-23,Verified
C-OF-O-D08635FE,57,10,New Haven,Enugu,Ruth Olawale,2024-05-24,Verified
C-OF-O-EAFE00CE,44,25,New Haven,Enugu,Deborah Chukwu,2016-06-16,Verified
C-OF-O-529B529A,161,19,Ikeja GRA,Lagos,Philip Akinwale,2017-07-01,Verified
C-OF-O-C1BEE707,19,14,Nnewi,Anambra,Benjamin Oshodi,2015-01-06,Verified
C-OF-O-F6FA8572,167,48,Amawbia,Anambra,Peace Obi,2023-05-30,Verified
C-OF-O-0BA4ED0A,106,28,Onitsha GRA,Anambra,Paul Obasanjo,2017-08-02,Verified
C-OF-O-8C69B1E0,185,50,New Haven,Enugu,Joy Chukwu,2019-05-05,Verified
C-OF-O-2C20C785,91,14,New Haven,Enugu,Peace Obi,2014-03-28,Verified
C-OF-O-9AEB6E9D,135,39,Nnewi,Anambra,Michael Olawale,2023-06-24,Verified
C-OF-O-5EE348D2,107,2,Ikoyi,Lagos,Deborah Obasanjo,2018-10-02,Verified
C-OF-O-A966AEB4,81,35,Amawbia,Anambra,Nathaniel Oyekan,2021-06-23,Verified
C-OF-O-E06AAEF2,128,50,Ikoyi,Lagos,Deborah Abiola,2013-05-06,Verified
C-OF-O-E429C8F3,53,9,Surulere,Lagos,Nathaniel Okonkwo,2013-07-13,Verified
C-OF-O-9E85BA5F,190,2,Amawbia,Anambra,Victoria Adeyemi,2016-03-28,Verified
C-OF-O-5521231F,197,26,Nnewi,Anambra,John Obi,2022-09-01,Verified
C-OF-O-0F212C43,135,40,GRA,Enugu,Gloria Ogunleye,2019-06-03,Verified
C-OF-O-B53B3030,75,37,Onitsha GRA,Anambra,Daniel Chukwu,2022-06-02,Verified
C-OF-O-343AFA9B,84,36,Uwani,Enugu,Blessing Adetokunbo,2014-04-14,Verified
C-OF-O-8DF90FDC,131,6,Uwani,Enugu,Gabriel Nnamani,2016-05-14,Verified
C-OF-O-6314D65D,124,48,Amawbia,Anambra,Daniel Chukwu,2011-12-29,Verified
C-OF-O-AD81EDD4,164,14,Ikoyi,Lagos,John Ekwueme,2013-11-16,Verified
C-OF-O-C045362C,166,27,Trans-Ekulu,Enugu,Charity Abiola,2023-09-11,Verified
C-OF-O-057DD8EE,199,2,GRA,Enugu,Mark Abiola,2021-08-04,Verified
C-OF-O-3074175B,7,50,Amawbia,Anambra,Peace Uche,2012-04-11,Verified
C-OF-O-2224B099,186,36,Nnewi,Anambra,Juliet Okonkwo,2018-08-18,Verified
C-OF-O-1CB12507,198,41,Ikeja GRA,Lagos,Ruth Abiola,2015-06-01,Verified
C-OF-O-38E223B1,10,46,Amawbia,Anambra,Benjamin Uche,2020-12-10,Verified
C-OF-O-ECABCB7D,133,18,Ikoyi,Lagos,Cornelius Adetokunbo,2020-06-15,Verified
C-OF-O-90E69E77,45,11,Trans-Ekulu,Enugu,Daniel Oyekan,2019-06-12,Verified
C-OF-O-67456FD8,196,45,Enugu-Ukwu,Anambra,Deborah Ojo,2016-06-19,Verified
C-OF-O-10344DBE,131,26,Uwani,Enugu,Victoria Ojo,2014-05-26,Verified
C-OF-O-8AE3D962,173,43,Nnewi,Anambra,Cornelius Akinwale,2019-02-27,Verified
C-OF-O-126BAFD9,155,40,Ikoyi,Lagos,Andrew Uche,2014-09-26,Verified
C-OF-O-B116EDF9,114,10,Amawbia,Anambra,Paul Nnamani,2012-03-20,Verified
C-OF-O-2A3C95FB,55,20,Uwani,Enugu,Victoria Chukwu,2012-12-20,Verified
C-OF-O-94CAB32E,56,24,Enugu-Ukwu,Anambra,Peter Oshodi,2019-02-06,Verified
C-OF-O-FE215E44,77,22,Victoria Island,Lagos,Philip Akinwale,2018-05-27,Verified
C-OF-O-BC27B814,45,23,Nnewi,Anambra,Nathaniel Nnamani,2014-10-09,Verified
C-OF-O-175FEB89,181,7,New Haven,Enugu,Andrew Chukwu,2012-03-26,Verified
C-OF-O-E7D22B78,103,16,Onitsha GRA,Anambra,Comfort Balogun,2020-07-21,Verified
C-OF-O-3B52F5D4,161,24,New Haven,Enugu,Gloria Abiola,2023-02-06,Verified
C-OF-O-D9454D48,54,12,Nnewi,Anambra,Samuel Ekwueme,2016-02-10,Verified
C-OF-O-23B914B5,24,9,Amawbia,Anambra,Grace Obasanjo,2017-07-17,Verified
C-OF-O-81B82937,93,16,Onitsha GRA,Anambra,Peter Ekwueme,2017-06-28,Verified
C-OF-O-5C4F0759,8,4,GRA,Enugu,Stephen Ibrahim,2012-03-08,Verified
C-OF-O-E8A35E28,111,16,Amawbia,Anambra,Blessing Obi,2017-01-01,Verified
C-OF-O-60F4DD03,129,16,Amawbia,Anambra,Samuel Okonkwo,2022-03-18,Verified
C-OF-O-F415AAE1,198,40,Ikoyi,Lagos,Simon Okafor,2017-09-19,Verified
C-OF-O-583116F7,160,44,Nnewi,Anambra,Angela Olawale,2015-03-04,Verified
C-OF-O-41DF7938,150,47,Onitsha GRA,Anambra,James Okonkwo,2021-01-31,Verified
C-OF-O-E8687A33,8,10,Enugu-Ukwu,Anambra,Comfort Abiola,2017-12-08,Verified
C-OF-O-0F3526A8,35,13,Ikeja GRA,Lagos,Peter Adetokunbo,2022-12-07,Verified
C-OF-O-519ADC84,162,10,Uwani,Enugu,Victoria Akinwale,2024-03-22,Verified
C-OF-O-FA5E2065,21,16,Trans-Ekulu,Enugu,Blessing Balogun,2015-07-15,Verified
C-OF-O-81F50035,75,14,GRA,Enugu,Nathaniel Adetokunbo,2023-12-25,Verified
C-OF-O-AC404448,163,13,GRA,Enugu,Elizabeth Abiola,2020-07-28,Verified
C-OF-O-E172A249,40,38,Amawbia,Anambra,Grace Obasanjo,2019-03-04,Verified
C-OF-O-FBB5EE4D,102,5,Amawbia,Anambra,Peace Oshodi,2023-01-19,Verified
C-OF-O-22C7BD52,178,10,Nnewi,Anambra,Angela Eze,2018-05-19,Verified
C-OF-O-16460818,164,16,Trans-Ekulu,Enugu,Esther Obi,2019-03-12,Verified
C-OF-O-A8FFAB40,178,44,Nnewi,Anambra,Nathaniel Balogun,2023-05-28,Verified
C-OF-O-750BE3AD,51,23,Ikeja GRA,Lagos,Nathaniel Ogunleye,2013-08-14,Verified
C-OF-O-B06AFE9C,134,15,Surulere,Lagos,Juliet Ogunleye,2017-09-25,Verified
C-OF-O-73DECCAD,174,13,Amawbia,Anambra,Faith Nnamani,2018-01-18,Verified
C-OF-O-7CF23DE6,27,17,Victoria Island,Lagos,Daniel Okafor,2012-07-23,Verified
C-OF-O-152C933E,143,7,Onitsha GRA,Anambra,Andrew Ibrahim,2017-09-27,Verified
C-OF-O-F36027DF,166,31,Ikoyi,Lagos,Mary Adeyemi,2024-02-06,Verified
C-OF-O-6FE3E409,3,28,Onitsha GRA,Anambra,Hope Chukwu,2023-09-06,Verified
C-OF-O-38C003DB,146,17,Enugu-Ukwu,Anambra,Cornelius Obasanjo,2021-08-21,Verified
C-OF-O-C54E5610,135,41,Uwani,Enugu,Paul Chukwu,2012-05-12,Verified
C-OF-O-1D151530,130,39,Uwani,Enugu,Joshua Obasanjo,2011-01-21,Verified
C-OF-O-C4D224C6,30,16,GRA,Enugu,Hope Oshodi,2024-03-28,Verified
C-OF-O-70E06190,5,15,Victoria Island,Lagos,Benjamin Adeyemi,2011-08-30,Verified
C-OF-O-2EA36D54,162,10,Surulere,Lagos,Stephen Balogun,2024-05-02,Verified
C-OF-O-49EBAB99,74,19,Nnewi,Anambra,Simon Chukwu,2021-03-14,Verified
C-OF-O-A0444F23,137,3,Surulere,Lagos,Charity Ogunleye,2018-10-27,Verified
C-OF-O-F52F72D4,142,30,Uwani,Enugu,Esther Abiola,2022-04-30,Verified
C-OF-O-9332C917,122,44,Victoria Island,Lagos,Comfort Okafor,2017-06-27,Revoked
C-OF-O-AD3B60C2,47,27,Trans-Ekulu,Enugu,Peace Obasanjo,2023-06-30,Verified
C-OF-O-400B0A30,56,15,Amawbia,Anambra,Emmanuel Obasanjo,2013-08-15,Verified
C-OF-O-10D79C41,141,5,Onitsha GRA,Anambra,Juliet Ibrahim,2015-12-27,Verified
C-OF-O-48C98E13,150,15,Trans-Ekulu,Enugu,John Ekwueme,2016-12-31,Verified
C-OF-O-8C4232D5,187,31,New Haven,Enugu,Sarah Okonkwo,2013-06-28,Verified
C-OF-O-AC73DD50,66,35,GRA,Enugu,Mark Okafor,2024-03-20,Verified
C-OF-O-3567257F,4,29,New Haven,Enugu,Stephen Eze,2012-04-26,Revoked
C-OF-O-E2273751,23,32,Victoria Island,Lagos,John Ojo,2021-02-10,Pledged as Collateral
C-OF-O-F81AB661,159,14,Enugu-Ukwu,Anambra,Gabriel Chukwu,2015-08-08,Verified
C-OF-O-BB7FB703,85,13,Amawbia,Anambra,Sarah Akinwale,2013-04-10,Verified
C-OF-O-E8D291C9,51,16,Ikoyi,Lagos,John Ogunleye,2017-05-25,Verified
C-OF-O-FD99DC20,87,1,Nnewi,Anambra,Blessing Obi,2011-04-10,Verified
C-OF-O-E69D5ECF,126,26,Uwani,Enugu,Esther Eze,2016-03-28,Verified
C-OF-O-31B2EBA5,3,4,Amawbia,Anambra,Peter Ojo,2013-04-16,Verified
C-OF-O-37156FB6,40,16,Victoria Island,Lagos,Elizabeth Ogunleye,2016-05-21,Verified
C-OF-O-3E2F0382,42,26,Nnewi,Anambra,Victoria Chukwu,2018-06-16,Verified
C-OF-O-74563A03,100,21,Ikoyi,Lagos,Emmanuel Okafor,2016-07-06,Verified
C-OF-O-5279DF51,38,37,Ikeja GRA,Lagos,Cornelius Okonkwo,2022-02-05,Verified
C-OF-O-D026D260,188,44,Enugu-Ukwu,Anambra,Mary Okonkwo,2015-01-07,Verified
C-OF-O-D0DB4CDD,87,23,Amawbia,Anambra,Simon Eze,2018-11-06,Verified
C-OF-O-2D00A350,27,34,Onitsha GRA,Anambra,Joseph Ibrahim,2014-02-01,Verified
C-OF-O-BEDA47B8,177,22,GRA,Enugu,Joy Adetokunbo,2023-03-25,Verified
C-OF-O-CE51D235,54,50,Nnewi,Anambra,Victoria Ojo,2017-09-13,Verified
C-OF-O-EB36D50B,13,26,GRA,Enugu,Gloria Nnamani,2018-03-09,Verified
C-OF-O-4BE3FE0C,58,25,Ikeja GRA,Lagos,Philip Adeyemi,2016-02-19,Verified
C-OF-O-3E599976,188,37,Surulere,Lagos,Hope Ogunleye,2011-07-23,Verified
C-OF-O-8A2C0990,40,16,Ikoyi,Lagos,Andrew Uche,2020-02-02,Verified
C-OF-O-C238B82F,77,10,Victoria Island,Lagos,Mark Okafor,2013-09-27,Verified
C-OF-O-31BA37F7,120,18,Amawbia,Anambra,James Ekwueme,2019-12-18,Verified
C-OF-O-128C2321,4,32,New Haven,Enugu,Gabriel Eze,2018-03-09,Verified
C-OF-O-AEE266FD,128,21,Uwani,Enugu,Joseph Ibrahim,2022-07-07,Verified
C-OF-O-27999E27,12,40,Enugu-Ukwu,Anambra,Deborah Chukwu,2020-01-27,Verified
C-OF-O-B62DB187,126,41,New Haven,Enugu,Joseph Balogun,2022-12-01,Verified
C-OF-O-6FAB835A,114,32,Ikeja GRA,Lagos,Joshua Adeyemi,2023-08-22,Verified
C-OF-O-E0809B54,13,26,Ikeja GRA,Lagos,Angela Oyekan,2012-07-23,Verified
C-OF-O-F85CCB41,11,34,Ikoyi,Lagos,Nathaniel Adeyemi,2013-01-30,Verified
C-OF-O-DEF231E0,1,3,Onitsha GRA,Anambra,Simon Nnamani,2018-12-04,Verified
C-OF-O-0BDB763D,191,24,Victoria Island,Lagos,Faith Oyekan,2018-08-13,Verified
C-OF-O-73092C71,174,47,Enugu-Ukwu,Anambra,Faith Uche,2014-10-16,Verified
C-OF-O-98910393,39,28,Surulere,Lagos,Stephen Ekwueme,2023-10-12,Verified
C-OF-O-17A540CB,128,42,Trans-Ekulu,Enugu,Agnes Chukwu,2019-07-26,Verified
C-OF-O-D7018F5D,95,42,GRA,Enugu,Grace Ojo,2019-10-20,Verified
C-OF-O-568D0471,37,48,Amawbia,Anambra,Ruth Chukwu,2016-11-05,Verified
C-OF-O-7501747B,174,7,Enugu-Ukwu,Anambra,Faith Chukwu,2022-05-26,Verified
C-OF-O-09E7757A,37,34,Onitsha GRA,Anambra,Gloria Okafor,2017-09-29,Verified
C-OF-O-5157F8E8,135,15,New Haven,Enugu,Deborah Uche,2018-10-10,Verified
C-OF-O-E6A7BDC6,114,32,Victoria Island,Lagos,Paul Abiola,2013-11-03,Verified
C-OF-O-DBC788E5,76,34,Surulere,Lagos,Gabriel Oyekan,2022-09-19,Verified
C-OF-O-1851C55E,171,16,Trans-Ekulu,Enugu,Charity Uche,2023-11-29,Verified
C-OF-O-0A5E42D3,199,36,Enugu-Ukwu,Anambra,Michael Oshodi,2023-07-13,Verified
C-OF-O-56F54388,4,37,Uwani,Enugu,Victoria Oshodi,2020-05-04,Verified
C-OF-O-980220E6,76,9,New Haven,Enugu,Juliet Obi,2022-01-04,Verified
C-OF-O-5E42C7FB,38,29,Onitsha GRA,Anambra,Peace Okonkwo,2019-08-09,Verified
C-OF-O-8897D6F8,1,3,Nnewi,Anambra,Comfort Abiola,2014-08-30,Verified
C-OF-O-B759CFA9,65,25,Onitsha GRA,Anambra,Peter Akinwale,2016-09-27,Verified
C-OF-O-F70BF601,136,47,Enugu-Ukwu,Anambra,Hope Balogun,2022-10-15,Verified
C-OF-O-37C6CD55,66,28,Ikoyi,Lagos,Daniel Okafor,2019-02-07,Verified
C-OF-O-59D3D778,55,34,GRA,Enugu,Emmanuel Balogun,2017-07-12,Verified
C-OF-O-167DA6FA,64,8,Amawbia,Anambra,Patience Chukwu,2020-10-17,Verified
C-OF-O-3480AC41,144,37,GRA,Enugu,Benjamin Adeyemi,2015-01-26,Verified
C-OF-O-54F3EE6A,58,9,Enugu-Ukwu,Anambra,Peace Ekwueme,2020-09-22,Verified
C-OF-O-41AECF58,50,30,New Haven,Enugu,John Ojo,2024-04-27,Verified
C-OF-O-F3767584,105,38,Surulere,Lagos,David Eze,2013-05-23,Verified
C-OF-O-BD1B42B7,194,17,Uwani,Enugu,Stephen Abiola,2011-10-19,Verified
C-OF-O-A40C14CA,49,2,Amawbia,Anambra,Philip Obasanjo,2020-01-03,Verified
C-OF-O-8EE868C2,113,48,Surulere,Lagos,Patience Okafor,2010-12-03,Verified
C-OF-O-683E4264,131,26,Amawbia,Anambra,Emmanuel Uche,2018-10-09,Verified
C-OF-O-EB0DADC2,179,50,Amawbia,Anambra,Comfort Ogunleye,2016-10-25,Verified
C-OF-O-F74F6094,12,40,Ikeja GRA,Lagos,Benjamin Balogun,2020-12-14,Verified
C-OF-O-13EB4906,101,34,Onitsha GRA,Anambra,Daniel Okafor,2020-04-17,Verified
C-OF-O-07985B70,128,21,Uwani,Enugu,Andrew Chukwu,2017-04-06,Verified
C-OF-O-588ED54E,98,19,Enugu-Ukwu,Anambra,Elizabeth Ibrahim,2020-09-18,Verified
C-OF-O-184749DF,21,44,Trans-Ekulu,Enugu,David Balogun,2020-06-10,Verified
C-OF-O-DFF1D1C6,198,22,GRA,Enugu,Simon Ogunleye,2012-01-12,Verified
C-OF-O-6D64874F,77,44,Ikeja GRA,Lagos,Gabriel Eze,2022-07-29,Verified
C-OF-O-26E97BFA,127,37,GRA,Enugu,Joseph Ojo,2014-05-26,Revoked
C-OF-O-04D54C31,164,21,New Haven,Enugu,Peter Ibrahim,2019-06-23,Verified
C-OF-O-2CABFAB3,149,7,New Haven,Enugu,Gabriel Obi,2022-10-08,Pledged as Collateral
C-OF-O-104E5C76,80,42,Ikoyi,Lagos,Philip Ekwueme,2012-05-01,Verified
C-OF-O-A62116CB,29,31,Trans-Ekulu,Enugu,Joseph Adetokunbo,2012-06-03,Verified
C-OF-O-BF483286,126,8,Nnewi,Anambra,Samuel Ogunleye,2018-08-12,Verified
C-OF-O-AC09B784,5,6,Ikoyi,Lagos,Elizabeth Chukwu,2019-08-15,Verified
C-OF-O-191518E1,16,26,Ikeja GRA,Lagos,Ruth Okafor,2023-11-10,Verified
C-OF-O-610C9B31,121,15,Amawbia,Anambra,Philip Chukwu,2012-12-20,Verified
C-OF-O-97208FDC,175,9,New Haven,Enugu,Joshua Obi,2011-05-11,Verified
C-OF-O-944D1912,158,30,Surulere,Lagos,Grace Olawale,2019-03-22,Verified
C-OF-O-D07F0BBC,161,16,GRA,Enugu,Grace Ekwueme,2016-06-04,Verified
C-OF-O-073C5C5F,16,48,Enugu-Ukwu,Anambra,Peace Adetokunbo,2018-08-13,Verified
C-OF-O-7DA2CB1C,68,47,Victoria Island,Lagos,Stephen Chukwu,2020-07-19,Verified
C-OF-O-BD4D0003,120,31,New Haven,Enugu,John Nnamani,2023-10-17,Verified
C-OF-O-7F878E04,106,13,Ikoyi,Lagos,Emmanuel Chukwu,2015-01-22,Verified
C-OF-O-D90B19DB,151,7,Amawbia,Anambra,Blessing Adeyemi,2020-09-30,Verified
C-OF-O-4478E84F,109,31,Enugu-Ukwu,Anambra,Daniel Balogun,2023-09-11,Verified
C-OF-O-BF27ADAA,165,2,Enugu-Ukwu,Anambra,Mary Eze,2018-05-22,Pledged as Collateral
C-OF-O-6C58A950,24,41,Nnewi,Anambra,Hope Oshodi,2019-03-11,Verified
C-OF-O-D4C60572,25,15,Ikoyi,Lagos,Gloria Akinwale,2017-05-22,Verified
C-OF-O-92F81283,73,3,Enugu-Ukwu,Anambra,Joy Ojo,2012-01-02,Verified
C-OF-O-7E642B55,23,43,Victoria Island,Lagos,Juliet Olawale,2016-07-08,Verified
C-OF-O-8F41328C,131,16,Onitsha GRA,Anambra,Joseph Oshodi,2023-05-12,Verified
C-OF-O-87C154F1,163,9,Trans-Ekulu,Enugu,Joseph Uche,2023-12-31,Verified
C-OF-O-FDC3B227,106,7,Surulere,Lagos,Paul Adetokunbo,2023-04-02,Verified
C-OF-O-A2A1BCCE,156,18,Ikeja GRA,Lagos,Nathaniel Adetokunbo,2014-05-20,Verified
C-OF-O-D7EEFC3B,200,37,Uwani,Enugu,Nathaniel Obasanjo,2016-08-22,Verified
C-OF-O-35CBDBA3,6,13,Onitsha GRA,Anambra,Benjamin Ogunleye,2011-11-22,Verified
C-OF-O-BEB0CB56,106,3,Onitsha GRA,Anambra,Joseph Nnamani,2020-01-28,Verified
C-OF-O-200BCFC3,103,14,Amawbia,Anambra,Ruth Abiola,2015-08-07,Verified
C-OF-O-51B70BDA,89,35,Trans-Ekulu,Enugu,Comfort Abiola,2021-10-31,Verified
C-OF-O-04F3D35B,183,44,Ikoyi,Lagos,Paul Okafor,2013-04-12,Verified
C-OF-O-DF79A870,186,13,Ikoyi,Lagos,John Oshodi,2012-02-08,Verified
C-OF-O-629FDED5,17,38,Victoria Island,Lagos,Victoria Nnamani,2016-03-22,Verified
C-OF-O-7CFBCC27,13,19,Ikeja GRA,Lagos,Comfort Olawale,2011-06-12,Verified
C-OF-O-4D54A6A8,125,34,New Haven,Enugu,Cornelius Okafor,2014-05-04,Verified
C-OF-O-8E87C316,52,48,Onitsha GRA,Anambra,Peter Akinwale,2018-02-15,Verified
C-OF-O-E24710A4,100,3,Victoria Island,Lagos,Juliet Eze,2010-12-03,Verified
C-OF-O-4C209A26,89,9,Victoria Island,Lagos,Benjamin Adeyemi,2010-11-08,Verified
C-OF-O-09F5834B,186,39,Enugu-Ukwu,Anambra,Comfort Ojo,2015-11-28,Verified
C-OF-O-0AEBFCF4,115,16,Onitsha GRA,Anambra,Samuel Eze,2019-05-15,Verified
C-OF-O-67AF7390,69,29,Amawbia,Anambra,Angela Olawale,2015-02-18,Verified
C-OF-O-69624730,200,7,Nnewi,Anambra,Mary Eze,2019-05-13,Verified
C-OF-O-E70C754B,8,33,Ikeja GRA,Lagos,Ruth Nnamani,2012-01-27,Verified
C-OF-O-821B0C4C,55,12,Ikoyi,Lagos,James Eze,2010-11-13,Verified
C-OF-O-82953E81,53,38,Victoria Island,Lagos,Comfort Adeyemi,2013-01-05,Verified
C-OF-O-ED17FD82,38,36,Trans-Ekulu,Enugu,Juliet Ogunleye,2022-12-31,Verified
C-OF-O-F2FE8A21,168,7,New Haven,Enugu,Michael Okafor,2014-07-08,Verified
C-OF-O-CB776728,114,26,Ikoyi,Lagos,Cornelius Chukwu,2017-04-28,Verified
C-OF-O-08905A31,4,2,Amawbia,Anambra,Angela Adetokunbo,2020-08-07,Verified
C-OF-O-263F4609,81,20,Onitsha GRA,Anambra,Joy Balogun,2020-10-08,Verified
C-OF-O-A140B965,53,13,Trans-Ekulu,Enugu,Samuel Adetokunbo,2023-07-13,Verified
C-OF-O-5B060CA1,54,36,Amawbia,Anambra,Stephen Ibrahim,2024-06-23,Verified
C-OF-O-ABD569B3,196,1,GRA,Enugu,Emmanuel Balogun,2013-08-31,Verified
C-OF-O-B97F8911,86,10,Trans-Ekulu,Enugu,Nathaniel Olawale,2012-11-12,Verified
C-OF-O-7119A55D,193,5,Ikeja GRA,Lagos,Andrew Obasanjo,2011-08-19,Verified
C-OF-O-8559D4CE,139,7,Trans-Ekulu,Enugu,John Olawale,2018-12-11,Verified
C-OF-O-4DFBC96D,89,9,Onitsha GRA,Anambra,Faith Akinwale,2015-08-05,Verified
C-OF-O-0309B27C,55,26,Victoria Island,Lagos,Ruth Ojo,2017-12-29,Verified
C-OF-O-61EABDD5,157,18,Onitsha GRA,Anambra,Samuel Eze,2014-03-09,Verified
C-OF-O-2DB69EE3,175,17,Amawbia,Anambra,Hope Balogun,2023-03-24,Verified
C-OF-O-E84FE7A6,177,47,Uwani,Enugu,Peter Uche,2022-07-12,Verified
C-OF-O-5812D556,187,43,New Haven,Enugu,Hope Balogun,2019-03-29,Verified
C-OF-O-59D5820F,117,42,Trans-Ekulu,Enugu,Elizabeth Uche,2014-06-09,Verified
C-OF-O-E5DC7717,108,13,Surulere,Lagos,Patience Eze,2023-07-08,Verified
C-OF-O-39452436,71,48,Onitsha GRA,Anambra,Gabriel Obi,2024-08-04,Verified
C-OF-O-76FD527A,43,8,Ikeja GRA,Lagos,Charity Oyekan,2010-11-20,Verified
C-OF-O-A16DEC02,96,22,Amawbia,Anambra,Deborah Chukwu,2011-07-15,Verified
C-OF-O-875EF07F,185,27,Surulere,Lagos,Nathaniel Ojo,2011-05-27,Verified
C-OF-O-AFF5B774,68,21,Trans-Ekulu,Enugu,Stephen Obi,2018-12-01,Verified
C-OF-O-AC1A729F,97,49,Ikeja GRA,Lagos,James Nnamani,2016-05-08,Verified
C-OF-O-044B8DDD,93,8,Amawbia,Anambra,Esther Ojo,2019-07-11,Verified
C-OF-O-8BC02948,136,2,Amawbia,Anambra,Charity Ogunleye,2013-02-19,Under Dispute
C-OF-O-D114CFA7,124,12,GRA,Enugu,Sarah Oyekan,2016-07-01,Verified
C-OF-O-8932F0EB,103,21,Onitsha GRA,Anambra,Gloria Ibrahim,2018-03-06,Verified
C-OF-O-FA3534C4,182,29,Ikoyi,Lagos,Peace Olawale,2023-11-11,Verified
C-OF-O-C43A6A99,63,49,Uwani,Enugu,John Oyekan,2022-10-22,Verified
C-OF-O-56A0159C,185,31,Ikoyi,Lagos,Joseph Balogun,2011-07-21,Verified
C-OF-O-05592D39,173,2,Uwani,Enugu,Daniel Akinwale,2015-03-18,Verified
C-OF-O-F1B41EAA,64,47,Nnewi,Anambra,Daniel Eze,2012-11-28,Verified
C-OF-O-5279FD8C,149,36,Ikoyi,Lagos,Andrew Ekwueme,2017-11-02,Verified
C-OF-O-EA84F8CE,31,33,Surulere,Lagos,Joy Adetokunbo,2012-01-31,Verified
C-OF-O-A8871D4A,65,18,GRA,Enugu,Paul Nnamani,2022-03-12,Verified
C-OF-O-01139F5C,68,23,GRA,Enugu,Juliet Abiola,2013-12-08,Verified
C-OF-O-9A60C163,59,21,Trans-Ekulu,Enugu,Cornelius Obi,2010-12-10,Verified
C-OF-O-9FDE728B,123,31,Amawbia,Anambra,Mary Oshodi,2016-04-09,Verified
C-OF-O-CD0ED87C,140,10,Trans-Ekulu,Enugu,John Abiola,2011-01-16,Verified
C-OF-O-B5AE9302,66,41,Enugu-Ukwu,Anambra,Mark Abiola,2021-11-29,Verified
C-OF-O-52390AA5,96,29,Onitsha GRA,Anambra,Blessing Oyekan,2021-10-19,Verified
C-OF-O-1346ADDA,184,13,Uwani,Enugu,Mark Ogunleye,2017-02-04,Verified
C-OF-O-439D98D7,164,9,Enugu-Ukwu,Anambra,Peter Oyekan,2018-07-24,Verified
C-OF-O-9B77AFA1,149,41,Ikeja GRA,Lagos,Patience Nnamani,2022-01-03,Verified
C-OF-O-590B0572,44,7,Ikeja GRA,Lagos,Joseph Adetokunbo,2022-06-22,Verified
C-OF-O-B58963D2,170,23,Surulere,Lagos,David Okonkwo,2017-08-28,Pledged as Collateral
C-OF-O-39EC449D,60,50,New Haven,Enugu,Comfort Balogun,2012-01-28,Verified
C-OF-O-4EB79C92,50,24,Ikeja GRA,Lagos,Deborah Adeyemi,2013-05-29,Verified
C-OF-O-A284275F,146,11,Surulere,Lagos,James Obi,2021-10-03,Verified
C-OF-O-A1CEC3BC,133,34,Ikoyi,Lagos,Sarah Okafor,2021-05-11,Verified
C-OF-O-885315FE,119,24,Uwani,Enugu,Gloria Akinwale,2016-12-18,Verified
C-OF-O-5EC54AD7,128,2,Ikeja GRA,Lagos,David Eze,2011-02-04,Verified
C-OF-O-AC1CDC97,9,46,Victoria Island,Lagos,Gloria Adeyemi,2012-12-23,Verified
C-OF-O-1A3ADA76,60,49,Victoria Island,Lagos,Mark Abiola,2020-01-02,Verified
C-OF-O-B39C3420,3,27,Ikoyi,Lagos,Simon Balogun,2017-11-02,Verified
C-OF-O-34FB5F6E,148,33,Nnewi,Anambra,Nathaniel Ogunleye,2023-03-22,Verified
C-OF-O-A8FFD3A0,68,17,New Haven,Enugu,Cornelius Adetokunbo,2013-09-23,Verified
C-OF-O-9B58BF26,140,39,New Haven,Enugu,Blessing Olawale,2024-01-29,Verified
C-OF-O-5B3B2488,109,13,Uwani,Enugu,Gabriel Oshodi,2016-03-02,Verified
C-OF-O-58799DA7,117,49,Victoria Island,Lagos,Angela Abiola,2017-09-26,Verified
C-OF-O-4022928B,120,41,GRA,Enugu,Mary Nnamani,2024-10-11,Verified
C-OF-O-402BDCAD,102,47,Enugu-Ukwu,Anambra,Joy Oyekan,2020-06-09,Verified
C-OF-O-865CDDE7,142,28,Uwani,Enugu,Michael Ojo,2011-02-27,Verified
C-OF-O-3FA246F2,66,19,Nnewi,Anambra,Cornelius Oyekan,2020-03-19,Verified
C-OF-O-5CB289B6,75,10,New Haven,Enugu,Joshua Chukwu,2017-01-01,Verified
C-OF-O-4A23E207,107,26,Victoria Island,Lagos,David Okafor,2013-07-15,Verified
